

OSG efficiency summary by Site & VO for  2017-04-01 - 2017-05-01 (midnight UTC - midnight UTC)
including all jobs that finished in that time period.
Wall Duration (Wall) is expressed in hours and rounded to the nearest hour. Wall
Duration is the duration between the instant the job started running
and the instant the job ended its execution.
Deltas are the differences with the previous period.
For all jobs finished between 2017-04-01 and 2017-05-01 (midnight UTC)
---------------------------------------------------------------------------------------------------------------------------------------------------------
  #   | Site                   | VO              |     Cores |     Njobs |     Delta |      Wall |      Delta | CpuToWall | Delta | %Effi | Delta
---------------------------------------------------------------------------------------------------------------------------------------------------------
  607 | UCSDT2-B               | osg             |         8 |     1,983 |       -50 |  58,898.8 |     11,790 |      5.16 |  0.07 |    64 |     0
  608 | UCSDT2-B               | sbgrid          |         8 |       334 |       278 |     203.7 |        161 |      1.82 | -0.89 |    23 |   -11
  609 | UCSDT2-C               | atlas           |         8 |       184 |    -4,111 |     647.7 |       -124 |      0.06 | -0.45 |     1 |    -5
  610 | UCSDT2-C               | cms             |         1 |    12,119 |    -3,614 |     411.7 |        -87 |      0.08 | -0.02 |     8 |    -2
  611 | UCSDT2-C               | cms             |         8 |     6,921 |    -2,811 |  51,892.6 |    -45,850 |      4.69 |  0.63 |    59 |     8
  612 | UCSDT2-C               | cms             |        24 |         0 |       -19 |         0 |          0 |      0.00 |  0.00 |     0 |     0
  613 | UCSDT2-C               | fermilab        |         8 |       146 |       -91 |     273.9 |        -43 |      3.29 | -1.16 |    41 |   -15
  614 | UCSDT2-C               | glow            |         8 |        58 |         3 |     613.1 |       -470 |      2.59 | -1.92 |    32 |   -24
  615 | UCSDT2-C               | gluex           |         8 |         0 |       -11 |         0 |         -4 |      0.00 | -0.47 |     0 |    -6
  616 | UCSDT2-C               | hcc             |         8 |       532 |       532 |  10,138.9 |     10,138 |      3.39 |  3.39 |    42 |    42
  617 | UCSDT2-C               | icecube         |         8 |        12 |        12 |       1.7 |          1 |      0.00 |  0.00 |     0 |     0
  618 | UCSDT2-C               | nanohub         |         8 |       314 |       194 |      75.1 |         44 |      0.00 |  0.00 |     0 |     0
  619 | UCSDT2-C               | nova            |         8 |         0 |        -8 |         0 |         -2 |      0.00 |  0.00 |     0 |     0
  620 | UCSDT2-C               | osg             |         8 |     1,636 |      -199 |  45,178.6 |    -10,968 |      5.34 | -0.09 |    67 |    -1
  621 | UCSDT2-C               | osg             |        24 |         0 |        -5 |         0 |         -1 |      0.00 |  0.00 |     0 |     0
  622 | UCSDT2-C               | sbgrid          |         8 |       322 |       260 |     171.0 |        116 |      1.50 | -0.91 |    19 |   -11
  623 | UCSDT2-D               | cms             |         1 |    12,075 |    -3,494 |     399.4 |        -79 |      0.08 | -0.02 |     8 |    -2
  624 | UCSDT2-D               | cms             |         8 |     7,208 |    -5,812 |  67,527.1 |    -57,000 |      4.77 |  0.69 |    60 |     9
  625 | UCSDT2-D               | fermilab        |         8 |       186 |       -58 |     326.3 |       -109 |      4.59 | -0.40 |    57 |    -5
  626 | UCSDT2-D               | glow            |         8 |        41 |       -73 |   1,386.3 |       -267 |      2.30 | -2.38 |    29 |   -29
  627 | UCSDT2-D               | gluex           |         8 |         0 |        -7 |         0 |         -3 |      0.00 | -0.51 |     0 |    -6
  628 | UCSDT2-D               | hcc             |         8 |       505 |        87 |   7,749.5 |     -2,162 |      2.80 |  0.92 |    35 |    11
  629 | UCSDT2-D               | icecube         |         8 |        28 |        24 |     728.6 |        727 |      2.58 |  2.57 |    32 |    32
  630 | UCSDT2-D               | nanohub         |         8 |       504 |       272 |     142.2 |         89 |      0.00 |  0.00 |     0 |     0
  631 | UCSDT2-D               | nova            |         8 |         0 |        -4 |         0 |         -1 |      0.00 |  0.00 |     0 |     0
  632 | UCSDT2-D               | osg             |         8 |     1,985 |      -170 |  57,983.7 |        -88 |      4.96 | -0.23 |    62 |    -3
  633 | UCSDT2-D               | sbgrid          |         8 |       340 |       279 |     179.4 |        115 |      1.45 | -2.76 |    18 |   -35
  634 | UCSD_GlideinWMS        | cms             |         1 |    67,159 |  -369,715 |  54,424.5 |   -175,461 |      0.80 |  0.42 |    80 |    42
  635 | UCSD_GlideinWMS_Submit_r1 | cms             |         1 |    41,011 |  -350,708 |  52,420.9 |   -165,077 |      0.79 |  0.39 |    79 |    39
  636 | UCSD_GlideinWMS_Submit_r1 | cms             |         8 |    11,624 |     1,475 |     265.3 |         40 |      5.34 | -0.23 |    67 |    -3
  637 | UChicagoConnect        | osg             |         1 |   804,704 |   510,383 | 229,031.9 |     83,624 |      0.33 | -0.45 |    33 |   -45
  638 | UChicagoConnect        | osg             |         4 |         2 |         2 |       5.8 |          5 |      1.68 |  1.68 |    42 |    42
  639 | UColorado_HEP          | cms             |         1 |    13,925 |    -3,030 |     151.3 |        -35 |      0.30 | -0.08 |    30 |    -8
  640 | UColorado_HEP          | cms             |         8 |     1,445 |    -2,150 |  10,775.5 |    -15,452 |      3.29 | -0.52 |    41 |    -7
  641 | UColorado_HEP          | osg             |         8 |     2,413 |       375 |  94,445.2 |      6,508 |      5.52 | -0.55 |    69 |    -7
  642 | UConn-OSG_CE           | atlas           |         1 |    26,119 |    12,806 |  20,728.3 |     12,961 |      0.52 |  0.11 |    52 |    11
  643 | UConn-OSG_CE           | glow            |         1 |    14,171 |    10,849 |  56,291.2 |    -34,101 |      0.33 |  0.16 |    33 |    16
  644 | UConn-OSG_CE           | gluex           |         1 |         0 |        -4 |         0 |         -1 |      0.00 | -0.22 |     0 |   -22
  645 | UConn-OSG_CE           | hcc             |         1 |     2,191 |    -2,951 |   1,263.6 |     -6,364 |      0.15 | -0.06 |    15 |    -6
  646 | UConn-OSG_CE           | osg             |         1 |     2,984 |   -62,304 |  98,019.4 |     37,008 |      0.16 | -0.10 |    16 |   -10
  647 | UConn-OSG_CE           | sbgrid          |         1 |       548 |        46 |  11,769.8 |      6,427 |      0.44 |  0.14 |    44 |    14
  648 | UFlorida-CMS           | cms             |         1 |    14,014 |    -4,836 |     451.5 |       -115 |      0.28 | -0.07 |    28 |    -7
  649 | UFlorida-CMS           | cms             |         8 |    18,044 |       601 | 384,725.3 |    -79,118 |      4.05 | -0.14 |    51 |    -1
  650 | UMissHEP               | belle           |         1 |     8,896 |     2,470 |   2,308.9 |    -19,889 |      0.57 | -0.25 |    57 |   -25
  651 | UMissHEP               | cms             |         1 |    12,303 |    -7,621 |  26,595.2 |    -14,655 |      0.55 | -0.08 |    55 |    -8
  652 | UMissHEP               | osg             |         1 |       507 |       507 |  15,761.5 |     15,761 |      0.74 |  0.74 |    74 |    74
  653 | USCMS-FNAL-WC1-CE      | cms             |         1 |    11,844 |    -3,259 |     212.7 |        -53 |      0.17 | -0.11 |    17 |   -11
  654 | USCMS-FNAL-WC1-CE      | cms             |         8 |    16,022 |    -8,137 | 337,358.2 |   -107,459 |      5.03 |  0.51 |    63 |     7
  655 | USCMS-FNAL-WC1-CE2     | cms             |         1 |    11,618 |    -3,234 |     203.5 |        -53 |      0.17 | -0.12 |    17 |   -12
  656 | USCMS-FNAL-WC1-CE2     | cms             |         8 |    16,864 |    -6,293 | 360,328.5 |    -82,736 |      4.89 |  0.12 |    61 |     1
  657 | USCMS-FNAL-WC1-CE3     | atlas           |         8 |     4,483 |     1,602 |  33,311.1 |     24,345 |      6.62 | -0.23 |    83 |    -3
  658 | USCMS-FNAL-WC1-CE3     | fermilab        |         8 |     2,670 |       335 |  63,064.4 |     38,864 |      5.05 | -1.75 |    63 |   -22
  659 | USCMS-FNAL-WC1-CE3     | glow            |         8 |     4,079 |       819 | 155,736.4 |     85,795 |      5.03 | -0.33 |    63 |    -4
  660 | USCMS-FNAL-WC1-CE3     | gluex           |         8 |         0 |        -9 |         0 |         -3 |      0.00 | -0.41 |     0 |    -5
  661 | USCMS-FNAL-WC1-CE3     | hcc             |         8 |     2,599 |     2,595 |  80,784.7 |     80,783 |      3.03 |  3.03 |    38 |    38
  662 | USCMS-FNAL-WC1-CE3     | icecube         |         8 |       217 |       213 |   7,868.4 |      7,866 |      2.80 |  2.79 |    35 |    35
  663 | USCMS-FNAL-WC1-CE3     | ilc             |         1 |         0 |   -16,423 |         0 |    -58,834 |      0.00 | -0.93 |     0 |   -93
  664 | USCMS-FNAL-WC1-CE3     | microboone      |         8 |         0 |      -267 |         0 |     -4,338 |      0.00 | -4.37 |     0 |   -55
  665 | USCMS-FNAL-WC1-CE3     | nova            |         8 |         0 |       -10 |         0 |        -55 |      0.00 | -5.58 |     0 |   -70
  666 | USCMS-FNAL-WC1-CE3     | osg             |         8 |     5,477 |    -1,537 | 174,120.2 |   -101,602 |      5.20 | -1.13 |    65 |   -14
  667 | USCMS-FNAL-WC1-CE3     | sbgrid          |         8 |       161 |       153 |     631.2 |        520 |      4.62 | -1.14 |    58 |   -14
  668 | USCMS-FNAL-WC1-CE4     | cms             |         1 |    11,785 |    -3,119 |     206.0 |        -49 |      0.17 | -0.11 |    17 |   -11
  669 | USCMS-FNAL-WC1-CE4     | cms             |         8 |    13,963 |    -8,143 | 249,102.3 |   -150,584 |      4.90 |  0.31 |    61 |     4
  670 | UTA_SWT2               | atlas           |         1 |    29,444 |      -224 |  45,035.5 |    -14,907 |      0.92 | -0.04 |    92 |    -4
  671 | UTA_SWT2               | atlas           |         8 |     9,943 |     2,559 |  85,199.9 |    -32,246 |      7.04 | -0.63 |    88 |    -8
  672 | UTA_SWT2               | glow            |         1 |       206 |      -287 |   2,538.1 |     -5,751 |      0.69 | -0.19 |    69 |   -19
  673 | UTA_SWT2               | osg             |         1 |       517 |       345 |   8,725.8 |      5,953 |      0.88 |  0.02 |    88 |     2
  674 | WIPAC                  | icecube         |         1 | 10,336,299 | 7,262,757 | 3,073,190.9 |    380,690 |      0.35 | -0.17 |    35 |   -17
  675 | WIPAC                  | icecube         |         2 |    20,608 |    18,716 |  26,618.9 |     25,229 |      0.54 | -0.06 |    27 |    -3
  676 | WIPAC                  | icecube         |         3 |     9,331 |     8,390 |  10,271.4 |      9,973 |      0.50 | -1.12 |    17 |   -37
  677 | WIPAC                  | icecube         |         4 |     4,087 |       898 |  14,842.2 |     13,789 |      0.58 | -1.05 |    15 |   -26
  678 | WIPAC                  | icecube         |         5 |       879 |        29 |   1,291.0 |      1,078 |      1.23 | -0.71 |    25 |   -14
  679 | WIPAC                  | icecube         |         6 |    21,764 |    13,482 |   9,969.4 |      8,317 |      1.44 | -0.43 |    24 |    -7
  680 | WIPAC                  | icecube         |         7 |     4,746 |       512 |   2,391.4 |      1,200 |      0.91 |  0.27 |    13 |     4
  681 | WIPAC                  | icecube         |         8 |    63,378 |    39,593 |  14,661.1 |     10,296 |      1.83 | -0.60 |    23 |    -7
  682 | WIPAC                  | icecube         |         9 |     1,257 |    -2,657 |     107.8 |         81 |      2.30 | -6.25 |    26 |   -69
  683 | WIPAC                  | icecube         |        10 |         1 |         0 |       0.1 |          0 |      6.08 |  6.07 |    61 |    61
  684 | WIPAC                  | icecube         |        11 |    10,617 |     1,925 |     189.6 |        112 |      6.61 | -2.98 |    60 |   -27
  685 | WIPAC                  | icecube         |        12 |       574 |       295 |     298.6 |        256 |      0.98 | -1.34 |     8 |   -11
  686 | WIPAC                  | icecube         |        13 |       599 |        86 |      26.3 |         19 |      5.79 | -2.01 |    45 |   -15
  687 | WIPAC                  | icecube         |        14 |       179 |      -145 |      37.7 |         34 |      1.90 | -5.47 |    14 |   -39
  688 | WIPAC                  | icecube         |        15 |       728 |       168 |     168.3 |        167 |      0.91 | -5.60 |     6 |   -37
  689 | WIPAC                  | icecube         |        16 |    79,106 |    69,864 |   7,839.3 |      7,176 |      3.96 | -2.97 |    25 |   -18
  690 | WIPAC                  | icecube         |        18 |         1 |        -1 |       3.4 |          3 |      0.00 | -0.03 |     0 |     0
  691 | WIPAC                  | icecube         |        19 |        71 |        48 |     245.6 |        221 |      3.38 | -2.65 |    18 |   -14
  692 | WIPAC                  | icecube         |        20 |        21 |      -154 |     336.4 |        303 |      0.63 | -2.58 |     3 |   -13
  693 | WIPAC                  | icecube         |        21 |         9 |         9 |      52.9 |         52 |      0.32 |  0.32 |     2 |     2
  694 | WIPAC                  | icecube         |        22 |        69 |        68 |      35.2 |         26 |      2.54 | -0.05 |    12 |     0
  695 | WIPAC                  | icecube         |        23 |         1 |         0 |      39.9 |         32 |      1.32 | -1.02 |     6 |    -4
  696 | WIPAC                  | icecube         |        24 |    33,098 |    32,223 |   3,391.7 |      3,243 |      2.82 | -1.88 |    12 |    -8
  697 | WIPAC                  | icecube         |        32 |    11,931 |    10,184 |   2,817.0 |      2,616 |      6.54 | -3.64 |    20 |   -12
  698 | WT2                    | atlas           |         1 |   152,748 |   -44,130 | 999,141.7 |    -74,016 |      0.89 |  0.32 |    89 |    32
  699 | WT2                    | atlas           |         2 |     1,187 |    -1,336 |  12,490.9 |    -24,532 |      3.48 |  0.79 |   174 |    40
  700 | WT2                    | atlas           |         4 |    93,805 |    26,029 | 457,910.7 |    -37,513 |      3.15 |  0.76 |    79 |    19
  701 | XD-LOGIN               | osg             |         1 | 8,518,572 |  -761,920 | 3,738,878.0 | -2,139,746 |      0.70 |  0.03 |    70 |     3
  702 | XD-LOGIN               | osg             |         4 |         2 |         2 |         0 |          0 |      0.00 |  0.00 |     0 |     0
  703 | XD-LOGIN               | osg             |         8 |     1,167 |     1,064 |       2.2 |          1 |      0.00 | -0.03 |     0 |     0
  704 | XD-LOGIN               | osg             |        16 |         1 |         1 |         0 |          0 |      0.00 |  0.00 |     0 |     0
  705 | XENONConnect           | xenon-connect (nr) |         1 |   428,409 |   -30,869 | 573,662.8 |     26,611 |      0.86 |  0.35 |    86 |    35
  706 | cmssrv272.fnal.gov     | fermilab        |         1 |         7 |         7 |      14.0 |         14 |      0.00 |  0.00 |     0 |     0
  707 | red-gateway1           | cms             |         1 |    12,711 |    -5,469 |     337.9 |       -162 |      0.01 |  0.01 |     1 |     1
  708 | red-gateway1           | cms             |         8 |     5,150 |    -5,587 | 121,477.8 |    -17,583 |      0.17 | -0.01 |     2 |     0
